Dealer,Invoice No,Date,Product,Batch,Expiry,HSN,MRP,Rate,Qty,Amount
S.S.B. Pharmaceutical,S000069,4/10/2026,"Crape Bandage 4""10CM N-Sons",133,,30051010,67.5,19.05,48,914.4
S.S.B. Pharmaceutical,S000069,4/10/2026,Suction Catheter 12G,G25F010658,30-May,90200000,92,11.43,5,57.15
S.S.B. Pharmaceutical,S000069,4/10/2026,Feedy 6FR,G25B010948,30-Jan,90192090,60,11.43,3,34.29
S.S.B. Pharmaceutical,S000069,4/10/2026,Nebulizer Mask Child Romson,G25K040,30-Oct,30041020,584,52.38,1,52.38
S.S.B. Pharmaceutical,S000069,4/10/2026,Nebulizar Mask Adult Romson,G25I040276,30-Aug,90183210,584,52.38,1,52.38
S.S.B. Pharmaceutical,S000069,4/10/2026,Romolene 14FG,G23J010824,28-Sep,90192090,72.19,15.24,5,76.2
S.S.B. Pharmaceutical,S000069,4/10/2026,IV Set Romsons,G25L020046,30-Nov,30049086,201,10.48,25,262
S.S.B. Pharmaceutical,S000069,4/10/2026,Gamjee Roll 10*3 (ETO),CR73,,30059090,0,47.62,5,238.1
S.S.B. Pharmaceutical,S000069,4/10/2026,"Micropore 2""9Meter Surgical",R12240548,29-Nov,30051090,253,71.43,19,1357.17
S.S.B. Pharmaceutical,S000069,4/10/2026,"Micropore 2""9Meter Surgical",R06240549,29-May,30051090,230.63,71.43,5,357.15
S.S.B. Pharmaceutical,S000069,4/10/2026,"Micropore 3"" *9MTR 3M",R12250501,30-Nov,30051010,379.5,107.14,4,428.56
S.S.B. Pharmaceutical,S000069,4/10/2026,Pedia Drip Set Romson,G25L02049,30-Nov,90192090,311,52.38,10,523.8
S.S.B. Pharmaceutical,S000069,4/10/2026,Klik Clamp Romsons,G25H040059,30-Jun,3004,42,6.67,5,33.35
S.S.B. Pharmaceutical,S000069,4/10/2026,Urobag Romsons,G25L050020,30-Nov,90211000,361,29.05,10,290.5
S.S.B. Pharmaceutical,S000069,4/10/2026,Adult Diaper (Kare.Med) M,93032,,9619,121.88,26.67,20,533.4
S.S.B. Pharmaceutical,S000069,4/10/2026,Adult Dyper (Kare.Med) L,PRIMARY,,9619,126.56,26.67,20,533.4
S.S.B. Pharmaceutical,S000069,4/10/2026,Glider Underpad (10),240930T40V,,30041090,1406.25,195.24,4,780.96
S.S.B. Pharmaceutical,S000069,4/10/2026,Cotton Net Bengal 400G,166,,30042011,223,128.57,19,2442.83
S.S.B. Pharmaceutical,S000069,4/10/2026,Xone 1G Inj,25181037,28-Oct,30041020,66.64,25.71,25,642.75
S.S.B. Pharmaceutical,S000069,4/10/2026,Pipzo 4.5 GM Injection (Vial),26440020,27-Dec,30041020,326.22,95.24,16,1523.84
S.S.B. Pharmaceutical,S000069,4/10/2026,Savlon 500ML,SAL26007,28-Dec,30041020,210,166.67,5,833.35
S.S.B. Pharmaceutical,S000197,4/23/2026,NS 1000ML (MKA),P2604L047,28-Feb,30049099,61.17,30.48,36,1097.28
S.S.B. Pharmaceutical,S000197,4/23/2026,NS 500ML (Care Medical),NSFA25303,27-Oct,30041050,39.05,16.67,50,833.5
S.S.B. Pharmaceutical,S000197,4/23/2026,D5 500ML Care Medical,D5F25070,27-Oct,30041050,42.55,17.14,5,85.7
S.S.B. Pharmaceutical,S000197,4/23/2026,D25% 100ML (INFU),5AD340015,26-Oct,30049099,22.4,14.29,5,71.45
S.S.B. Pharmaceutical,S000197,4/23/2026,Rantac Inj 2ML,XIR225024,27-Jun,3004,7.48,4.29,10,42.9
S.S.B. Pharmaceutical,S000197,4/23/2026,Anawin Heavy,KP17136909,27-Nov,30039034,31.47,24.76,15,371.4
S.S.B. Pharmaceutical,S000197,4/23/2026,Pyrigesic 1000 Tab,P15010,28-Jan,300490,40.31,30.72,5,153.6
S.S.B. Pharmaceutical,S000197,4/23/2026,P 650 Tab,PST26026,29-Jan,30049087,21.42,16.32,5,81.6
S.S.B. Pharmaceutical,S000197,4/23/2026,Aciloc 300MG Tab,L026005,28-Jun,300490,61.6,46.93,5,234.65
S.S.B. Pharmaceutical,S000197,4/23/2026,Mistol-200-Tab (MDL),BGW01AAA,26-Dec,30042019,79.5,17.14,4,68.56
S.S.B. Pharmaceutical,S000197,4/23/2026,Pause Ing 5ML,ELF8AT4013,27-Aug,30043110,71.97,47.62,5,238.1
S.S.B. Pharmaceutical,S000197,4/23/2026,Klotin Inj 5ML,V627120,26-Nov,3004,71.9,33.33,5,166.65
S.S.B. Pharmaceutical,S000197,4/23/2026,Anawin 0.5%,SM107267,28-Sep,30039034,93.9,73,5,365
S.S.B. Pharmaceutical,S000197,4/23/2026,Lasix Amp 4ML Inj,2125179,28-Aug,30049099,12.76,10.21,10,102.1
S.S.B. Pharmaceutical,S000197,4/23/2026,Pan IV Inj,26770017,28-Jan,30042033,53.9,41.07,10,410.7
S.S.B. Pharmaceutical,S000197,4/23/2026,3336 TFP/76 CM,C250626,30-Sep,30041050,277,49.52,15,742.8
S.S.B. Pharmaceutical,S000197,4/23/2026,AM 3328 3/0 Monofilament,DPA250908,30-Aug,9018,245,42.86,15,642.9
S.S.B. Pharmaceutical,S000197,4/23/2026,4241 Progut Atraumatic 2/0,24S2160,28-Sep,90183990,186.56,57.14,15,857.1
S.S.B. Pharmaceutical,S000197,4/23/2026,4237 Progut Atraumatic 3/0,24S216,29-Jul,30041020,186.56,57.14,15,857.1
S.S.B. Pharmaceutical,S000197,4/23/2026,AM 2518 Aqsolve 90CMS (0),PL250125,29-Dec,90183990,721,125.71,15,1885.65
S.S.B. Pharmaceutical,S000197,4/23/2026,AM 2437 Aqsolve 3/0,DPL250947,30-Aug,90183990,552,109.52,10,1095.2
S.S.B. Pharmaceutical,S000197,4/23/2026,843/70CM PCS,250089,Feb-30,30049095,448.13,142.86,15,2142.9
S.S.B. Pharmaceutical,S000197,4/23/2026,TS 2305,22S2145,27-Sep,30041050,442,152.38,7,1066.66
S.S.B. Pharmaceutical,S000197,4/23/2026,2180 Petcryl-1 D/N 180,24S0073,28-Dec,90183990,906,133.33,9,1199.97
M.R. Pharmaceutical,MR000994,10/08/2026,Ondem 2ML (Ondansetron INJ),SGON026044,1/28,30049035,12.73,5.4,10,54.0
M.R. Pharmaceutical,MR000994,10/08/2026,Rantac 2ML INJ (Ranitidine),XIR225038,9/27,300420,7.48,5.8,5,29.0
M.R. Pharmaceutical,MR000994,10/08/2026,Monocef 1GM INJ (Ceftriaxone),BPD260873,9/28,300420,67.05,27.71,10,277.1
M.R. Pharmaceutical,MR000994,10/08/2026,Justin AQ INJ (Diclofenac AQ),BDW03AIB,3/28,30049069,23.8,5.17,10,51.7
M.R. Pharmaceutical,MR000994,10/08/2026,Neomol 400ML IV Bag (Paracetamol),T3s3L/609,1/28,30049069,591.5,35.0,10,350.0
B.P. Pharma,463,08/08/2026,Plain Sheet D301 (OT Draping),SD0426,03/31,3004,200.0,65.0,30,1950.0
B.P. Pharma,463,08/08/2026,Surgeon's Cap (per box),*****,06/30,3004,1500.0,156.0,2,312.0
B.P. Pharma,463,08/08/2026,Glycine 3000ML (KRPL),60029,06/28,GST12,704.06,128.0,12,1536.0
B.P. Pharma,463,08/08/2026,NS 3000ML (KRPL),61189,06/28,GST12,698.0,123.0,12,1476.0
B.P. Pharma,467,08/08/2026,Molysheet NARASHA (OT Sheet) — Batch 1,501000,03/28,961900,155.0,13.5,10,135.0
B.P. Pharma,467,08/08/2026,Molysheet NARASHA (OT Sheet) — Batch 2,1-2000,09/28,961900,155.0,13.5,20,270.0
B.P. Pharma,467,08/08/2026,Jelonet Tin (Paraffin Gauze),ARL0619,11/29,GST12,200.3,145.0,6,870.0
M.R. Pharmaceutical,MR001009,12/08/2026,Doxyvac 100MG (Doxycycline),D250920B,8/27,30042049,527.0,120.0,10,1200.0
M.R. Pharmaceutical,MR001009,12/08/2026,Alburel IV INJ 20% (Human Albumin),AD20G26040,4/29,30021290,⚠ FILL,4650.0,3,13950.0
B.P. Pharma,485,12/08/2026,Centro Trio AVRO (Drainage Device),10526C,10/28,9018,3255.0,782.0,1,782.0
B.P. Pharma,485,12/08/2026,Urometer RN (Urine Output Device),10847,11/30,9018,629.0,97.5,2,195.0
M.R. Pharmaceutical,MR001012,13/08/2026,Merosure 1GM (Meropenem INJ),26460272,1/28,30042099,978.66,195.0,10,1950.0
M.R. Pharmaceutical,MR001012,13/08/2026,Epicetam 5ML (Levetiracetam INJ),V667148,3/28,30049082,121.8,32.0,5,160.0
M.R. Pharmaceutical,MR000969,07/08/2026,Rantac 2ML INJ (Ranitidine),XIR225038,9/27,300420,7.48,5.8,10,58.0
M.R. Pharmaceutical,MR000969,07/08/2026,Klotin 5ML INJ (Clonazepam),V627173,10/27,30049099,73.1,30.0,10,300.0
M.R. Pharmaceutical,MR001032,14/08/2026,Merosure 1GM (Meropenem INJ),26460513,3/28,30042099,985.01,195.0,32,6240.0
M.R. Pharmaceutical,MR001036,17/08/2026,Merosure 1GM (Meropenem INJ),26460513,3/28,30042099,985.01,195.0,30,5850.0
M.R. Pharmaceutical,MR001036,17/08/2026,Epicetam 5ML (Levetiracetam INJ),V667148,3/28,30049082,121.8,32.0,5,160.0
M.R. Pharmaceutical,MR001036,17/08/2026,WIN-Windoxy INJ (Doxycycline 100MG),D0852604A,3/28,30049099,525.0,78.0,5,390.0
B.P. Pharma,493,17/08/2026,NS 3000ML (KRPL),,,,,698.00,123.00,4,492.00
B.P. Pharma,493,17/08/2026,Hydrogen Peroxide 45,,,,, 83.00,38.50,1,38.50
B.P. Pharma,493,17/08/2026,Spinocan-25,,,,,143.44,80.75,16,1331.25
B.P. Pharma,493,17/08/2026,Full Gown (NAERLZM),,,,,426.00,261.25,15,3918.75
B.P. Pharma,493,17/08/2026,Cloth Drape CD01,,,,,62.00,43.33,5,216.75
B.P. Pharma,493,17/08/2026,OT X-Ray Gauze,,,,,51.56,24.55,30,736.50
M.R. Pharmaceutical,MR001046,18/08/2026,Ondem 4ML (Ondansetron),,,,,25.45,10.00,20,200.00
M.R. Pharmaceutical,MR001046,18/08/2026,PAN IV 40MG (Pantoprazole IV),,,,,54.24,18.00,15,270.00
M.R. Pharmaceutical,MR001046,18/08/2026,Cetil 1.5 INJ (Cefuroxime),,,,,149.15,90.00,10,900.00
M.R. Pharmaceutical,MR001046,18/08/2026,Nllg-Mycin INJ (Gentamicin),,,,,9.84,5.87,40,234.80
M.R. Pharmaceutical,MR001046,18/08/2026,Neomol 100ML INJ (Paracetamol IV),,,,,591.50,35.00,20,700.00
B.P. Pharma,511,19/08/2026,Diathermy Pencil (RM),,,,,917.00,121.12,10,1211.20
B.P. Pharma,511,19/08/2026,Vaccu Suction Set (A),,,,,609.00,64.00,10,640.00
B.P. Pharma,511,19/08/2026,Roll Bandage 4" (LC),,,,,120.00,58.00,2,116.00
B.P. Pharma,511,19/08/2026,Roll Bandage 6" (LC),,,,,124.00,78.00,3,234.00
B.P. Pharma,511,19/08/2026,Urobag (ROND-10) Small,,,,,361.00,40.50,7,283.50
B.P. Pharma,511,19/08/2026,Urobag (ROND-10) Large,,,,,361.00,40.50,8,324.00
B.P. Pharma,511,19/08/2026,Camera Cover (D904),,,,,237.00,169.00,10,1690.00
B.P. Pharma,511,19/08/2026,Nasal Cannula (AIRWA),,,,,363.00,18.62,5,93.10
B.P. Pharma,511,19/08/2026,Genellium Pro (Pink 5),,,,,2750.00,810.00,1,810.00
B.P. Pharma,511,19/08/2026,Foley's Cath 3-Way 22,,,,,491.00,353.75,5,1768.75
B.P. Pharma,511,19/08/2026,Foley's Cath 3W-18 ND,,,,,460.00,353.75,5,1768.75
B.P. Pharma,511,19/08/2026,Foley Cath #24 3-Way,,,,,448.00,353.75,5,1768.75
B.P. Pharma,511,19/08/2026,Foley Cath 2-Way 16,,,,,191.00,131.45,5,657.25
B.P. Pharma,511,19/08/2026,Foley Cath 2-Way 20,,,,,174.00,131.45,5,657.25
B.P. Pharma,511,19/08/2026,Folly's Cath 22 2W B,,,,,163.13,131.45,5,657.25
B.P. Pharma,511,19/08/2026,Molysheet (VARASHA),,,,,155.00,13.50,30,405.00
B.P. Pharma,513,20/08/2026,RL 500ML Flat Cap,,,,,60.74,23.80,25,595.00
B.P. Pharma,513,20/08/2026,Weardn Disp Apron,,,,,672.00,186.50,1,186.50
B.P. Pharma,513,20/08/2026,Adult Diaper 10s,,,,,145.00,22.00,30,660.00
B.P. Pharma,513,20/08/2026,Surgicare 7.0,,,,,91.00,21.50,75,1612.50
B.P. Pharma,524,24/08/2026,Plain Sheet D301 (ME),,,,,200.00,65.00,30,1950.00
B.P. Pharma,524,24/08/2026,Soft Roll-6" (MEDIBRI) - 1,,,,,352.00,45.74,12,548.88
B.P. Pharma,524,24/08/2026,Soft Roll-6" (MEDIBRI) - 2,,,,,352.00,45.74,12,548.88
B.P. Pharma,524,24/08/2026,Betadine Scrub 300ML,,,,,1071.00,928.00,1,928.00
